Unnamed: 0,nom,ville,ice
2,Krunchies  (Krunchies),Casablanca,000000004000086
3,Ibyl (Ste),Casablanca,000000008000075
4,Beni Services,Beni Mellal,000000009000048
5,Miroirdeco  (Miroirdeco),Sale,000000010000021
6,Pyrenees Pressing,Casablanca,000000012000064
7,Ste Division Service Batiment  (D . S . B),Casablanca,000000015000080
8,Kana Productions,Casablanca,000000016000053
9,MULTIFIL,Mohammedia,000000018000096
10,Fourat (Cremerie El),Casablanca,000000019000069
11,Brams Industries,Casablanca,000000020000042
13,ODYSSÉE ART ET DÉCORATION,Casablanca,000000024000031
14,Pressing La Perle Bleue,Casablanca,000000025000004
15,Lx Services,Casablanca,000000026000074
16,Ariana,Casablanca,000000027000047
17,First Jean'S,Casablanca,000000028000020
18,Bailco,Sebaâ,000000029000090
19,Afro European Developement Company (Ste),Casablanca,000000030000063
20,Ste Babil,Casablanca,000000033000079
21,Casa Lithotriptie,Casablanca,000000034000052
22,Promo Bureautique (Ste),Casablanca,000000037000068
23,Elec-Center,Casablanca,000000038000041
24,Charcuterie Atlas,Casablanca,000000039000014
25,Lexus Market  (L.M.L),Casablanca,000000041000057
26,Locabureau,Casablanca,000000042000030
27,Kenza Art Gallerie,Casablanca,000000044000073
29,Bison Blanc,Casablanca,000000046000019
30,Al Oumayma Investment Company,Casablanca,000000047000089
31,Tchang Freres,Marrakech,000000049000035
32,Ben Food,Casablanca,000000050000008
33,Wei Wings,Casablanca,000000051000078
34,E-Negoce,Casablanca,000000054000094
35,Inter Structure,Casablanca,000000055000067
36,Oh Creation,Casablanca,000000057000013
37,Ciacor,Casablanca,000000058000083
38,Baotech,Casablanca,000000059000056
39,Atlantica Lil Achghal,Casablanca,000000060000029
40,Benassur,Casablanca,000000061000002
41,Altron,Casablanca,000000062000072
42,FLOU,Casablanca,000000063000045
43,Astic,Casablanca,000000064000018
44,Arche Conseil,Casablanca,000000065000088
45,Ammeublement Borgogne,Casablanca,000000066000061
46,C.F.K Negoce,Casablanca,000000067000034
47,Option Plus,Casablanca,000000068000007
48,Tani Moharram Immobiliere  (S. I. T. M),Casablanca,000000071000023
49,Aristo Linge,Casablanca,000000072000093
50,Senstar Maghreb,Casablanca,000000074000039
51,Espace Sonibel,Casablanca,000000075000012
52,Canal Horizons Maroc,Casablanca,000000076000082
53,L Trans,El Maarif,000000077000055
54,Jet Sky,Casablanca,000000078000028
56,Societe Mondiale De Menuiserie Sarl,Casablanca,000000082000017
57,Action Vente Promotion Sarl,Casablanca,000000083000087
59,Logilan Maroc (Ste),Casablanca,000000086000006
60,Australes (Ste),Casablanca,000000087000076
61,Laoura Voyage,Casablanca,000000090000092
62,Papeterie Des Pyrenees,Casablanca,000000092000038
63,Ste Palestine,Casablanca,000000096000027
64,Argana Graphics,Casablanca,000000097000097
65,Media Boutique,Knitra,000000105000075
66,Hdn Industrie,Casablanca,000000106000048
67,City Miss,Casablanca,000000107000021
68,Distribution,Casablanca,000000108000091
69,Inside Creations,Casablanca,000000110000037
70,Serfonica,Casablanca,000000111000010
71,Iber Plast,Casablanca,000000112000080
72,Muller Consultant,Casablanca,000000115000096
73,Kety Design,Casablanca,000000116000069
74,Medicotex,Ain Harrouda,000000117000042
75,Griffe Feminine,Casablanca,000000119000085
76,Climalu,Casablanca,000000120000058
77,Friend' S World Travel,Casablanca,000000121000031
78,Mac Tours,Casablanca,000000122000004
79,Arsenic,Casablanca,000000123000074
80,Tipcom,Casablanca,000000124000047
81,Valege Twin,Rabat,000000125000020
82,Audit Controle Assistance,Casablanca,000000127000063
83,Expression Florale,Casablanca,000000128000036
84,Sedav Maroc,El Maarif,000000131000052
85,Mahallat Assoudane,Casablanca,000000132000025
86,Ste El Shabrawy Commerciale Maarif,Casablanca,000000133000095
87,Sign Pro,Casablanca,000000134000068
88,Massilia Restauration,Casablanca,000000135000041
89,Zerhas,Casablanca,000000138000057
90,Jumeaux Com,Casablanca,000000140000003
91,AMBIANCES D'AILLEURS,Casablanca,000000143000019
92,Hn Technologie,Casablanca,000000145000062
94,Zappy Vet,Casablanca,000000147000008
95,La Fourmiliere,Casablanca,000000149000051
96,One Call Center,Casablanca,000000150000024
98,Fashion Freak,Casablanca,000000152000067
99,NEWFERM AUTOMATIC,Casablanca,000000154000013
100,Sandy Food,Casablanca,000000156000056
101,Tilline,Casablanca,000000164000034
102,Societe Fanar,Casablanca,000000174000055
103,Sheren,Casablanca,000000175000028
104,Societe Kanika Immobiliere,Casablanca,000000176000001
105,Db International,Casablanca,000000178000044
108,Via Durini,Casablanca,000000185000049
109,ANNOUR TECHNOLOGIES,Casablanca,000000186000022
110,NAPPA & CAMOSCIO,Casablanca,000000190000011
111,International System Service  (Iss),Casablanca,000000192000054
112,Advanced Partner'S Traders (Ste),Casablanca,000000193000027
113,Lilas Chaussures  (Lc),Casablanca,000000196000043
114,Kinis King,Casablanca,000000197000016
115,Super Livres,Casablanca,000000199000059
116,Ste Wool Star,Casablanca,000000200000032
117,Societe Initia Engeneering,Casablanca,000000201000005
118,Express Trading Diffusion,Casablanca,000000202000075
119,F. B. Conseils Et Finances,Casablanca,000000203000048
120,Libraire Art Et Culture,Casablanca,000000205000091
121,Frenchy (Les),Casablanca,000000206000064
123,Vocal Plus,Casablanca,000000209000080
124,Moda Cuir,Casablanca,000000211000026
125,CENTRE COPIE RACHIDI,Casablanca,000000212000096
126,Ste Biko Trading,Casablanca,000000213000069
127,Atlantic Conseils,Casablanca,000000214000042
128,Al Miza Center,Casablanca,000000217000058
129,Jeb Et Co,Casablanca,000000219000004
130,Achinego (Ste),Casablanca,000000220000074
131,Atrium Construction,Casablanca,000000224000063
132,Societe Ethernet,Casablanca,000000225000036
133,Multitours International,Casablanca,000000226000009
134,Anatolia,Casablanca,000000228000052
135,Scins Sarl,Casablanca,000000229000025
136,Casablanca Cafe Investment,Casablanca,000000230000095
138,Levman,Casablanca,000000234000084
139,Providence Construction,Casablanca,000000235000057
140,Cremerie Snack Raja,Casablanca,000000238000073
141,Societe Al Himaya,Casablanca,000000242000062
142,Access Com,Casablanca,000000247000024
143,Afrofid,Casablanca,000000248000094
144,Medicale Pharmaceutique,Casablanca,000000249000067
145,Batiment Decorale,Casablanca,000000251000013
146,Ste Friogel,Casablanca,000000252000083
147,Corimp,Casablanca,000000253000056
148,New Face,Casablanca,000000255000002
149,Hay Riad Investissement,Casablanca,000000256000072
150,Nor Cham,Casablanca,000000258000018
151,Lydotex,Casablanca,000000260000061
152,Calygraphe,Casablanca,000000261000034
154,Veniezia Espace,Casablanca,000000263000077
155,Artwebnet,Casablanca,000000266000093
156,Nawat,Casablanca,000000268000039
157,Parametre,Casablanca,000000270000082
158,Qwest Com,Casablanca,000000272000028
159,Cabinet Rajy Et Associes  (Crt),Casablanca,000000275000044
160,Espace Al Jasira,Casablanca,000000278000060
161,Karined,Casablanca,000000279000033
162,Baby And Kid,Casablanca,000000280000006
163,Caravelle Trading Generale,Casablanca,000000282000049
164,Trisky,Casablanca,000000283000022
165,Marina Gestion,Casablanca,000000284000092
166,Harmonie Car,Casablanca,000000286000038
167,Johacorp,Casablanca,000000287000011
168,Separa Lux,Casablanca,000000292000070
169,United Speed Metal,Seba Ar,000000301000021
170,PREMIUM SOFT,Casablanca,000000303000064
171,GÉOMATIC,Casablanca,000000306000080
172,Lakaroma  (Lakaroma),Casablanca,000000309000096
173,Mobilo,Casablanca,000000310000069
